city,latitude,longitude,country,population
Bocholt,51.1729,5.5792,Belgium,13085
La Vega,4.9992,-74.3411,Colombia,13085
Tonosho,35.8372,140.6687,Japan,13085
Al Jumayliyah,25.6197,51.09,Qatar,13085
Saddlebrooke,32.5576,-110.874,United States,13085
Kussnacht,47.0828,8.4408,Switzerland,13084
Gaurhati,22.7756,87.8084,India,13084
Holly Hill,29.2442,-81.0465,United States,13084
Harrison,39.2584,-84.7868,United States,13084
Manching,48.7186,11.4972,Germany,13083
Phra Samut Chedi,13.5976,100.5848,Thailand,13082
Darlowo,54.4208,16.4106,Poland,13081
Vysokovsk,56.3167,36.55,Russia,13081
Eureka,38.5004,-90.6491,United States,13081
Emeryville,37.8382,-122.2932,United States,13081
Caldeirao Grande,-11.02,-40.3028,Brazil,13080
Andarai,-12.8069,-41.3308,Brazil,13080
Horst,51.4514,6.0536,Netherlands,13080
Samashki,43.2906,45.3014,Russia,13079
Takkolam,13.0164,79.7325,India,13078
Gurlapeta,18.1167,83.4167,India,13078
Claremont,43.379,-72.3368,United States,13078
Grand Terrace,34.0312,-117.3132,United States,13078
Chandhaus,25.2977,84.8595,India,13077
Udaipur Bithwar,26.2872,86.1578,India,13077
Kamikawa,36.2139,139.1017,Japan,13077
Peddavadlapudi,16.4098,80.6114,India,13076
Ekwari,25.2833,84.5833,India,13075
Huguan Nongchang,21.2015,110.2459,China,13074
Saint-Hilaire-de-Riez,46.7211,-1.9456,France,13074
Nasiyanur,11.3381,77.6408,India,13074
San Vicente,17.5947,120.3753,Philippines,13074
Motobu,26.6575,127.8978,Japan,13073
Gouande,10.7828,0.9186,Benin,13071
La Virgen,10.4312,-84.0772,Costa Rica,13071
Fannuj,26.5758,59.6397,Iran,13070
Darmanesti,46.37,26.4797,Romania,13069
Apostolove,47.6595,33.717,Ukraine,13069
Pendlebury,53.5075,-2.3154,United Kingdom,13069
Goodmayes,51.5631,0.1133,United Kingdom,13069
Gorakhpur,29.4438,75.6703,India,13068
Medfield,42.1848,-71.305,United States,13068
Santany,39.3542,3.1283,Spain,13067
Petite-Ile,-21.3558,55.5658,Reunion,13067
Killai,11.4493,79.7668,India,13066
La Palma,14.3173,-89.1705,El Salvador,13066
Baoro,5.6946,15.9533,Central African Republic,13065
Kalikiri,13.6333,78.8,India,13065
Pallappalaiyam,10.9951,77.0845,India,13065
Wendell,35.7819,-78.3952,United States,13064
Lynnfield,42.5356,-71.0382,United States,13064
Cotegipe,-12.0278,-44.2578,Brazil,13063
Jalihalli,13.0333,77.55,India,13063
Lawaan,11.1408,125.3011,Philippines,13063
Juan de Herrera,18.8667,-71.2333,Dominican Republic,13062
Wachtersbach,50.2667,9.3,Germany,13061
Adi Keyh,14.8333,39.3667,Eritrea,13061
Castellbisbal,41.4767,1.9822,Spain,13061
Dinbela,11.7275,-6.3581,Mali,13061
Waimalu,21.3913,-157.9345,United States,13061
Ribeirao do Pinhal,-23.4167,-50.35,Brazil,13060
Paina,25.5406,86.9939,India,13060
La Grande,45.3242,-118.0865,United States,13058
Mohgaon,21.6394,78.7364,India,13057
Balua,26.3272,87.6231,India,13057
Kuruman,-27.4597,23.4125,South Africa,13057
Linnich,50.9789,6.2678,Germany,13056
Kafr `Awan,32.4167,35.6833,Jordan,13056
Lamacaes,41.5444,-8.3947,Portugal,13054
Rabot,38.6167,68.1833,Tajikistan,13053
Dover,40.5304,-81.4806,United States,13053
Alto Garcas,-16.9439,-53.5278,Brazil,13052
Perez,14.1833,121.9333,Philippines,13052
Nidzica,53.3583,20.425,Poland,13052
Dom Feliciano,-30.7039,-52.1078,Brazil,13051
Lake Los Angeles,34.6097,-117.8339,United States,13051
Gamboula,4.1333,15.15,Central African Republic,13048
Forlimpopoli,44.1833,12.1333,Italy,13047
Monte Belo,-21.3258,-46.3678,Brazil,13046
Kani-Bonzon,14.1403,-3.6183,Mali,13046
Alcacer do Sal,38.3725,-8.5133,Portugal,13046
Afanyangan,6.218,1.4478,Togo,13046
Tergnier,49.6558,3.2872,France,13045
Danga,16.4619,-3.1314,Mali,13045
Turvo,-28.9258,-49.6789,Brazil,13043
Pandireddigudem,16.9067,81.3846,India,13043
Manturovo,58.3333,44.7667,Russia,13043
Hinundayan,10.35,125.25,Philippines,13042
Kemp Mill,39.0412,-77.0215,United States,13042
Fatehpur,26.2813,87.1084,India,13041
Drongen,51.0528,3.6617,Belgium,13038
Rasauli,26.127,84.8378,India,13038
Mettet,50.3211,4.659,Belgium,13037
Auriol,43.3694,5.6314,France,13037
Velykodolynske,46.3425,30.5653,Ukraine,13036
Carpinteria,34.3962,-119.5118,United States,13036
Charabidya,22.3271,88.7879,India,13035
Overlea,39.3642,-76.5175,United States,13035
Thompson,55.7433,-97.8553,Canada,13035
Turbihal,15.7614,76.5964,India,13034
Palmital,-24.8928,-52.2028,Brazil,13033
Olivar,-34.21,-70.8176,Chile,13033
Olivar Bajo,-34.2289,-70.8799,Chile,13033
Hungen,50.4731,8.8996,Germany,13033
Stoughton,42.9237,-89.2225,United States,13033
Shahr-e Herat,30.0586,54.3674,Iran,13032
Lowshan,36.6206,49.5106,Iran,13032
Tezontepec,19.8797,-98.8192,Mexico,13032
Cypress Lake,26.5392,-81.8999,United States,13032
Edgewood,47.2309,-122.2832,United States,13032
General Alvear,-36.0333,-60.0167,Argentina,13031
Capilla del Monte,-30.85,-64.5167,Argentina,13031
Capo d'Orlando,38.15,14.7333,Italy,13031
Mahavelona,-17.6861,49.5183,Madagascar,13031
Nova Gorica,45.9667,13.65,Slovenia,13031
Nea Alikarnassos,35.3286,25.1644,Greece,13029
Ajas,34.3316,74.6801,India,13028
Neykkarappatti,11.6225,78.1058,India,13027
Darasuram,10.9515,79.3562,India,13027
Burgos,17.3331,120.4944,Philippines,13026
Key Largo,25.1224,-80.412,United States,13026
Rossdorf,49.8583,8.7556,Germany,13025
Missoes,-14.8839,-44.0908,Brazil,13024
Bloomsburg,41.0027,-76.4561,United States,13024
Tajiri,38.5988,141.0572,Japan,13023
Holborn,51.5204,-0.1136,United Kingdom,13023
San Pietro Vernotico,40.5116,18.0143,Italy,13022
Rehoboth,41.8439,-71.2456,United States,13022
Baraon,25.4551,84.2661,India,13021
Dayalpur Sapha,25.707,85.3208,India,13021
Shin,34.7768,36.4279,Syria,13020
Caledon,-34.23,19.4283,South Africa,13020
Bolongongo,-8.4667,15.25,Angola,13019
Taichang,35.4002,107.7739,China,13019
Scheessel,53.1706,9.4831,Germany,13019
Bohmte,52.3667,8.3167,Germany,13019
Neuri,26.0076,86.1841,India,13019
Dinshaway,30.6,30.8167,Egypt,13018
Brackley,52.032,-1.147,United Kingdom,13018
Ubaporanga,-19.635,-42.1058,Brazil,13017
Fatehpur,25.2463,87.038,India,13017
Barah,25.3885,85.4912,India,13017
Candiba,-14.4108,-42.8669,Brazil,13016
Fuldatal,51.3484,9.5256,Germany,13016
Tetiiv,49.3708,29.69,Ukraine,13015
Leibnitz,46.7831,15.545,Austria,13014
Peddakurapadu,16.471,80.2564,India,13014
Gangoli,13.65,74.6667,India,13014
Kalaiyamputtur,10.4542,77.4831,India,13013
Bras-Panon,-20.9953,55.6761,Reunion,13012
Belpukur,21.9851,88.2125,India,13011
La Trinidad,12.5669,-86.1779,Nicaragua,13011
La Trinidad,12.9677,-86.2346,Nicaragua,13011
Upper Uwchlan,40.0817,-75.707,United States,13010
Ampanavoana,-15.6833,50.3667,Madagascar,13009
Mijdrecht,52.2072,4.8594,Netherlands,13009
Thara,26.7027,78.2788,India,13008
Mulino,56.31,42.94,Russia,13008
Chandauli,25.8972,85.7161,India,13007
Sidhwan,31.2725,75.3652,India,13006
Kaji,26.0285,102.7888,China,13005
Quzanli,40.1586,47.1608,Azerbaijan,13002
Newcastle,35.2401,-97.5995,United States,13001
Alaverdi,41.095,44.6558,Armenia,13000
Ramana,40.4581,49.9847,Azerbaijan,13000
Moviya,21.9153,70.8465,India,13000
Jalam,20.8167,76.5833,India,13000
Ghoradongri,22.1228,78.0025,India,13000
Dammennu,16.8255,81.7079,India,13000
Amauna,25.0697,84.5169,India,13000
Kahhale,33.8219,35.5875,Lebanon,13000
Al Burayqah,30.4061,19.5739,Libya,13000
Tranovaho,-25.3,44.9667,Madagascar,13000
Vohitrindry,-22.3833,47.85,Madagascar,13000
Tsiately,-23.317,47.617,Madagascar,13000
Sahavalanina-Antenina,-16.5667,49.25,Madagascar,13000
Morarano,-18.9,47.3167,Madagascar,13000
Sakoabe,-22.2,47.8333,Madagascar,13000
Sandrakatsy,-16.3333,49.6167,Madagascar,13000
Mavorano,-21.7833,47.9333,Madagascar,13000
Maroviro,-23.8484,45.3515,Madagascar,13000
Marovato,-25.5333,45.2667,Madagascar,13000
Marovandrika,-22.5167,47.6667,Madagascar,13000
Morafeno,-21.1,48.2,Madagascar,13000
Marojala,-14.47,50.0333,Madagascar,13000
Mangindrano,-14.2833,48.9667,Madagascar,13000
Mandritsara,-19.55,47.05,Madagascar,13000
Manambolo,-15.2833,49.7,Madagascar,13000
Mahatsinjo,-22.815,47.453,Madagascar,13000
Manambidala,-22.75,47.267,Madagascar,13000
Evato,-22.6,47.6833,Madagascar,13000
Isaka-Ivondro,-24.8,46.85,Madagascar,13000
Kirano,-21.833,47.05,Madagascar,13000
Ihorombe,-23,47.5333,Madagascar,13000
Bemanevika,-14.1167,50.1,Madagascar,13000
Bejofo,-17.8333,48.2333,Madagascar,13000
Belemoka,-21.7833,47.6167,Madagascar,13000
Antsirabe Afovoany,-15.95,48.9667,Madagascar,13000
Befeta,-21.232,47.048,Madagascar,13000
Befandriana,-15.2667,48.5333,Madagascar,13000
Antongomena-Bevary,-15.95,45.9333,Madagascar,13000
Ankilivalo,-20.2833,44.6333,Madagascar,13000
Ankilimalinika,-22.95,43.5667,Madagascar,13000
Anjiajia,-16.4833,46.9667,Madagascar,13000
Andranomamy,-16.6,47.1333,Madagascar,13000
Andreba,-14.5833,48.1833,Madagascar,13000
Andohajango,-15.9,48.5,Madagascar,13000
Ampitasimo,-17.7833,48.3833,Madagascar,13000
Amborompotsy,-24.6667,44.95,Madagascar,13000
Ampanefena,-13.8667,49.9667,Madagascar,13000
Ambohitsilaozana,-17.6833,48.45,Madagascar,13000
Ambodisakoana,-15.4167,47.9333,Madagascar,13000
Ambondrona,-21.2672,46.9938,Madagascar,13000
Ambohimahavelona,-23.4333,43.8833,Madagascar,13000
Ambatolampy,-18.9,46.1167,Madagascar,13000
Ambazoa,-25.3,45.9,Madagascar,13000
Ambodiampana,-14.5333,49.8667,Madagascar,13000
Amboaboa,-15.9333,48.7167,Madagascar,13000
Ambararata,-15.0167,48.6333,Madagascar,13000
Ambalakindresy,-21.1635,47.3237,Madagascar,13000
Ambakireny,-17.6667,47.85,Madagascar,13000
Ambahoabe,-16.7667,49.5,Madagascar,13000
Talwandi Bhindran,32.1,74.692,Pakistan,13000
Harmah,25.9167,45.3333,Saudi Arabia,13000
Madaya,33.6878,36.1008,Syria,13000
Kumi,1.4608,33.9361,Uganda,13000
Las Vegas,35.6011,-105.2206,United States,13000
Galashiels,55.6194,-2.8033,United Kingdom,13000
Caiza,-20,-65.6667,Bolivia,12999
Puspokladany,47.3197,21.1139,Hungary,12999
Lavello,41.05,15.8,Italy,12998
Vieira do Minho,41.6333,-8.1333,Portugal,12997
Lamarao,-11.7828,-38.9,Brazil,12995
Manalalondo,-19.25,47.1167,Madagascar,12995
Holiday City-Berkeley,39.9639,-74.2787,United States,12995
Edasseri,8.6654,76.8459,India,12994
Anandapuram,11.0869,76.9702,India,12993
Rosario de Mora,13.5745,-89.2058,El Salvador,12993
Lohiyar Ujain,26.6284,84.7452,India,12992
Baras,13.6667,124.3667,Philippines,12992
Gornalwood,52.523,-2.124,United Kingdom,12992
Ficarazzi,38.0923,13.4639,Italy,12991
Baduriatola,24.0928,84.0895,India,12990
Kottapadi,10.0667,76.6,India,12990
Chhara,28.6975,76.7175,India,12989
Sa'in Qal`eh,36.2994,49.0744,Iran,12989
Karapinar,37.7147,33.5508,Turkey,12989
Newcastle,47.5304,-122.1633,United States,12989
Chawalhati,26.4841,88.5677,India,12988
Nacozari de Garcia,30.3736,-109.6864,Mexico,12987
Greenville,44.3003,-88.5365,United States,12987
Korneuburg,48.3453,16.3331,Austria,12986
Zandhoven,51.215,4.6608,Belgium,12985
Sai Wan Ho,22.2877,114.136,Hong Kong,12985
Suamico,44.6354,-88.0683,United States,12985
Temamatla,19.1875,-98.8833,Mexico,12984
Santa Cruz Atizapan,19.1031,-99.2917,Mexico,12984
Kibiito,0.4775,30.1925,Uganda,12984
Doctor Phillips,28.4474,-81.4914,United States,12984
Puerto El Triunfo,13.2748,-88.5472,El Salvador,12983
Kollipara,16.2877,80.7519,India,12982
Bisee,14.0242,-60.9744,Saint Lucia,12980
Chang,28.8808,76.2427,India,12979
Stupava,48.2833,17.0333,Slovakia,12979
Yiewsley,51.513,-0.471,United Kingdom,12979
Tsogni,-2.8,10.1167,Gabon,12977
Matanga,-7.9716,31.5804,Tanzania,12977
Jianganj,25.8661,87.2612,India,12976
Mashava,-20.05,30.4667,Zimbabwe,12976
West Carrollton,39.6701,-84.2542,United States,12976
Brenes,37.5506,-5.8731,Spain,12975
Kanel,15.4884,-13.1755,Senegal,12975
Giporlos,11.1208,125.4494,Philippines,12974
Sidi Moussa Ben Ali,33.5594,-7.3817,Morocco,12973
Pretoria-Noord,-25.6731,28.1733,South Africa,12972
Noyon,49.5811,2.9989,France,12971
Sitalpur,26.405,85.007,India,12971
Ben,32.5358,50.7472,Iran,12971
Turi,40.9167,17.0167,Italy,12971
Libertad,-34.6333,-56.6192,Uruguay,12971
Pentapadu Kasba,16.7817,81.5271,India,12970
Barwat Pasrain,26.7925,84.5469,India,12970
Marple,53.397,-2.061,United Kingdom,12970
Phulwaria,25.9395,85.0035,India,12969
Bachra,23.6886,85.0703,India,12969
Senmayacho-senmaya,38.9212,141.3314,Japan,12969
Wanderley,-12.12,-43.8878,Brazil,12968
An Thanh B,10.1854,106.3079,Vietnam,12968
Casinhas,-7.7411,-35.7211,Brazil,12967
Lingamparti,17.2827,82.1231,India,12967
Chapantongo,20.2833,-99.45,Mexico,12967
Itatiaiucu,-20.1969,-44.4208,Brazil,12966
Betton,48.1825,-1.6439,France,12964
Uppada,17.0883,82.3333,India,12964
Troitskoye,46.4206,44.2592,Russia,12964
Petrinja,45.4375,16.29,Croatia,12963
Palangarai,11.1978,77.3058,India,12963
Garhi,25.0447,79.6772,India,12962
Mizil,45,26.4406,Romania,12962
Shenley Church End,52.022,-0.788,United Kingdom,12961
Dongshicuo,23.7,120.25,Taiwan,12960
Montesarchio,41.0667,14.6333,Italy,12959
Ban Tat,17.2791,102.8022,Thailand,12959
Cardoso Moreira,-21.4878,-41.6158,Brazil,12958
Shanyincun,37.9151,114.4126,China,12957
Tarnos,43.5406,-1.4614,France,12957
Wicklow,52.9779,-6.033,Ireland,12957
Kudangulam,8.1903,77.7,India,12957
Yuzha,56.5833,42.0167,Russia,12957
Pingtiancun,25.2225,114.6252,China,12955
Gueret,46.1706,1.8683,France,12955
Jhaua,25.625,84.5161,India,12955
Montefiascone,42.5333,12.0333,Italy,12955
Keza,-2.75,30.6833,Tanzania,12955
Fonsorbes,43.5361,1.2311,France,12954
Pucioasa,45.0742,25.4342,Romania,12953
Flint,53.2482,-3.1358,United Kingdom,12953
Twistringen,52.8,8.65,Germany,12952
Berck-sur-Mer,50.4083,1.5928,France,12951
Mirdaul,26.2363,87.0971,India,12951
Saposoa,-6.9364,-76.7718,Peru,12951
Mulakaluru,16.2776,80.0672,India,12949
Bocsa,45.3747,21.7106,Romania,12949
Pelham,40.9,-73.8063,United States,12949
Rodental,50.2883,11.0276,Germany,12947
Bronderslev,57.2651,9.9599,Denmark,12946
Jaitpur,25.9132,84.573,India,12946
Atalaya,-10.7333,-73.75,Peru,12946
Al Bad`,28.4947,35.0122,Saudi Arabia,12946
Tartarugalzinho,1.5058,-50.9119,Brazil,12945
Lakkavaram,17.0628,81.2919,India,12945
Carpenedolo,45.3654,10.4323,Italy,12945
Jupiter Farms,26.9222,-80.2189,United States,12945
Manchester,35.463,-86.0774,United States,12944
Brejoes,-13.1039,-39.7958,Brazil,12943
Florida City,25.4418,-80.4685,United States,12943
Shiwan,37.4786,109.423,China,12942
Camponogara,45.3833,12.0667,Italy,12942
Maktar,35.85,9.2,Tunisia,12942
Elandsdoorn,-25.288,29.196,South Africa,12941
Nossa Senhora do Livramento,-15.775,-56.3458,Brazil,12940
Sakhmohan,25.6325,85.9859,India,12939
Drochia,48.0308,27.8126,Moldova,12939
Japoata,-10.3467,-36.8011,Brazil,12938
Palos de la Frontera,37.2278,-6.8932,Spain,12938
Amboise,47.4114,0.9825,France,12937
Rampur Shamchand,25.5664,85.3289,India,12937
Huraytan,36.287,37.0833,Syria,12937
Trebaseleghe,45.5833,12.05,Italy,12936
Sharon,41.234,-80.4998,United States,12936
Boiling Springs,35.045,-81.9779,United States,12936
Florence,40.0977,-74.7886,United States,12935
Morungaba,-22.88,-46.7917,Brazil,12934
Rochester,42.6866,-83.1198,United States,12934
Schodack,42.5297,-73.6858,United States,12933
Ait I'yach,32.6909,-4.9292,Morocco,12932
Dingman,41.3226,-74.9264,United States,12931
Bedford,41.3919,-81.536,United States,12931
Camanongue,-11.433,20.167,Angola,12930
Madakai,12.3278,75.15,India,12930
Isalo,-19.7333,45.4333,Madagascar,12930
Spearfish,44.4909,-103.8155,United States,12930
Jerome,42.7179,-114.5159,United States,12930
San Pablo,1.6692,-77.0117,Colombia,12929
Calcahualco,19.1,-97.15,Mexico,12929
Kachavaram,16.5361,79.7187,India,12928
Pionerskiy,54.95,20.2167,Russia,12928
Conway,28.4968,-81.3316,United States,12928
Wadersloh,51.7386,8.2514,Germany,12927
Atmakuru,14.6452,77.3554,India,12926
Song Phi Nong,14.2306,100.0389,Thailand,12926
Mounds View,45.1071,-93.2076,United States,12926
Miami,36.8878,-94.8711,United States,12926
Qal`at al Madiq,35.42,36.3921,Syria,12925
Ortaklar,37.8878,27.5022,Turkey,12925
Palos Verdes Estates,33.7872,-118.3973,United States,12925
Nova Londrina,-22.7658,-52.985,Brazil,12923
Besigheim,48.9989,9.1414,Germany,12923
Fengdeng,38.5515,106.2465,China,12922
Paranhos,-23.8928,-55.4308,Brazil,12921
Copalchi,9.8473,-84.0834,Costa Rica,12921
Edattirutti,10.3667,76.1333,India,12921
Woolton,53.374,-2.865,United Kingdom,12921
Sint-Gillis-bij-Dendermonde,51.0194,4.1111,Belgium,12920
Amarwa Khurd,26.8333,84.25,India,12920
Tezze sul Brenta,45.6862,11.7042,Italy,12920
Basseterre,17.2983,-62.7342,Saint Kitts and Nevis,12920
Chamical,-30.359,-66.315,Argentina,12919
Valparaiso,22.77,-103.5706,Mexico,12919
Buritirama,-5.5928,-47.0178,Brazil,12918
Castiglion Fiorentino,43.3439,11.9189,Italy,12918
Waianae,21.4568,-158.1758,United States,12918
Jennings,38.7231,-90.2644,United States,12918
Bujari,-9.8308,-67.9519,Brazil,12917
Statte,40.5667,17.2,Italy,12917
Bahce,37.2039,36.5825,Turkey,12917
Kalanaur,32.02,75.15,India,12915
Tonosho,34.4869,134.1884,Japan,12915
Adolfo Gonzales Chaves,-38.0333,-60.0833,Argentina,12914
Teulada,38.7292,0.1019,Spain,12912
Anolaima,4.7633,-74.4647,Colombia,12911
Sant Sadurni d'Anoia,41.4261,1.785,Spain,12911
Kallad,9.95,76.6667,India,12911
Schinnen,50.9428,5.8894,Netherlands,12911
Leagrave,51.903,-0.466,United Kingdom,12910
Neunkirchen,50.7861,8.0056,Germany,12909
Balatonfured,46.95,17.8833,Hungary,12906
Amherst,41.4022,-82.2303,United States,12906
Idil,37.3347,41.8894,Turkey,12905
San Mateo,9.74,-64.5531,Venezuela,12905
Barra de Santa Rosa,-6.72,-36.0608,Brazil,12904
Tashi,34.4977,106.5281,China,12904
Kesamudram,17.6875,79.8944,India,12904
Zhongliao,23.9167,120.7833,Taiwan,12904
Karahal,25.4909,77.0543,India,12903
Huai Yot,7.7894,99.6347,Thailand,12902
Box Elder,44.112,-103.0818,United States,12902
Santa Fe,29.3889,-95.1003,United States,12901
Corat,40.5739,49.7036,Azerbaijan,12900
Kankandighi,21.9744,88.4659,India,12900
Bijelo Polje,43.0292,19.7456,Montenegro,12900
Amolatar,1.6384,32.8474,Uganda,12900
Trent Hills,44.3142,-77.8514,Canada,12900
Cliftonville,51.3881,1.4046,United Kingdom,12900
Tirmaigiri,16.723,79.3374,India,12899
Vellakkinar,11.0736,76.9566,India,12899
Loreto,43.4403,13.6074,Italy,12899
Mancora,-4.1072,-81.0472,Peru,12899
Gurgunta,16.2875,76.6319,India,12898
Kien An,10.5467,105.3736,Vietnam,12898
Cho Moi,10.5461,105.4031,Vietnam,12898
Parker,34.8513,-82.4512,United States,12898
Puerto Carreno,6.1903,-67.4837,Colombia,12897
Yzeure,46.5658,3.3544,France,12897
Bairia,25.5563,85.1835,India,12897
Sisauna,26.132,87.6231,India,12897
Dakit,10.06,125.1606,Philippines,12897
Quierschied,49.3167,7.05,Germany,12896
Kalappalangulam,9.1889,77.5604,India,12896
Monteprandone,42.9203,13.8355,Italy,12896
Kent,41.4735,-73.7319,United States,12896
Kingsbury,43.344,-73.5396,United States,12896
Yuza,39.0148,139.9088,Japan,12895
Martuni,40.14,45.3064,Armenia,12894
Wommelgem,51.2031,4.5227,Belgium,12893
Saghar Sultanpur,26.1583,84.757,India,12893
Petrus Steyn,-27.65,28.1333,South Africa,12893
Bagewadi,16.29,74.6,India,12892
Port Wentworth,32.1951,-81.1991,United States,12892
Argentona,41.5558,2.4025,Spain,12891
Minooka,41.4507,-88.2791,United States,12891
Iowa Colony,29.4407,-95.4206,United States,12891
Esneux,50.5333,5.5667,Belgium,12889
Nemours,48.2686,2.6936,France,12889
Elavanasur,11.7154,79.1796,India,12889
Misaki,34.9979,133.9582,Japan,12889
Barja,33.6497,35.4433,Lebanon,12888
Tonyrefail,51.584,-3.4306,United Kingdom,12888
Kalavai,12.7691,79.4196,India,12887
Crissiumal,-27.5,-54.1008,Brazil,12886
Vilanova del Cami,41.5716,1.6375,Spain,12886
Sungurlu,40.161,34.377,Turkey,12886
Uzwil,47.4367,9.1342,Switzerland,12885
Mockern,52.1405,11.9533,Germany,12885
Ambalarondra,-18.4856,49.0264,Madagascar,12884
Mayenne,48.3031,-0.6136,France,12883
Rosaryville,38.7672,-76.8266,United States,12883
Sangao,-28.6378,-49.1289,Brazil,12882
Cherutana Tekku,9.323,76.4382,India,12882
Kapelle,51.5,3.95,Netherlands,12882
Lumberton,39.9569,-74.8036,United States,12882
Spitak,40.8372,44.2675,Armenia,12881
Peissenberg,47.795,11.0603,Germany,12881
Ringnod,22.6113,74.9338,India,12880
Ayutla,20.0333,-104.4333,Mexico,12880
Neunkirchen,47.7269,16.0817,Austria,12879
Mongat,41.4667,2.279,Spain,12879
Suzu,37.4363,137.2605,Japan,12879
Daru,-9.0833,143.2,Papua New Guinea,12879
Cidelandia,-5.1739,-47.7819,Brazil,12878
Goldenrod,28.6114,-81.2916,United States,12878
Moorreesburg,-33.15,18.6667,South Africa,12877
Zofingen,47.2884,7.9475,Switzerland,12876
Frutillar,-41.1258,-73.0605,Chile,12876
Koturkolkara,9.5667,76.8833,India,12876
Keisen,33.5788,130.6781,Japan,12876
Nurkot,32.2017,75.1186,Pakistan,12876
Feuchtwangen,49.1667,10.3167,Germany,12875
Lontras,-27.1658,-49.5419,Brazil,12873
Khoyniki,51.9,29.9667,Belarus,12873
Palombara Sabina,42.0667,12.7667,Italy,12873
Borger,52.9236,6.7922,Netherlands,12871
Amelia,39.0269,-84.2218,United States,12871
Alpen,51.575,6.5125,Germany,12870
Kuala Kurun,-1.1016,113.8664,Indonesia,12870
Douar Sgarta,32.2634,-7.5881,Morocco,12870
Madugula,17.9167,82.8,India,12869
Colares,-0.9369,-48.2819,Brazil,12868
Puren,-38.0167,-73.0833,Chile,12868
Campo de Criptana,39.4067,-3.125,Spain,12868
Stony Brook,40.9061,-73.1278,United States,12868
Tanakkangulam,9.8877,78.0397,India,12867
Nong Khae,14.3352,100.8727,Thailand,12866
Las Toscas,-28.35,-59.2833,Argentina,12865
Anao,15.7304,120.6264,Philippines,12865
Chilwell,52.916,-1.235,United Kingdom,12864
Trail,49.095,-117.71,Canada,12863
San Bernardo,-27.2917,-60.7083,Argentina,12862
Muggia,45.6,13.7667,Italy,12862
Calcinato,45.4581,10.4146,Italy,12862
Red Bank,40.348,-74.0672,United States,12862
Patu,-6.11,-37.6369,Brazil,12861
Lakinsk,56.0169,39.9494,Russia,12861
Lewisburg,35.451,-86.7901,United States,12861
Akayu,38.0551,140.1483,Japan,12860
Porto Murtinho,-21.6989,-57.8828,Brazil,12859
Perigi Dua,-6.2656,106.6969,Indonesia,12859
Rehti,22.7378,77.434,India,12859
Mulaikkaraippatti,8.5454,77.7679,India,12859
Ganapavaram,15.9232,80.5856,India,12859
Mansapur,26.5262,86.4101,India,12859
Lanuvio,41.6833,12.7,Italy,12858
Zejtun,35.8556,14.5333,Malta,12858
Tamsaout,34.8223,-4.7512,Morocco,12856
Galich,58.3833,42.35,Russia,12856
Dhutauli,25.5274,86.625,India,12855
Ecublens,46.5276,6.5605,Switzerland,12854
Bad Doberan,54.1065,11.8986,Germany,12854
Chinnasekkadu,13.1609,80.2573,India,12854
Daparkha,26.1293,86.9004,India,12854
Larkspur,37.9393,-122.5312,United States,12854
Sandy,45.3988,-122.2697,United States,12854
Gartringen,48.6408,8.9006,Germany,12852
Sidi Kasem,35.5339,-5.2183,Morocco,12851
Balao,-2.911,-79.8144,Ecuador,12850
Nuevo Ideal,24.8167,-105.0167,Mexico,12850
Mountain Park,33.8458,-84.1314,United States,12850
Porto Alegre do Norte,-10.8778,-51.6328,Brazil,12849
Vedappatti,10.9988,76.896,India,12846
Zhongling,28.9336,107.7114,China,12845
Niandjila,11.7975,-6.5447,Mali,12845
Palmares do Sul,-30.2578,-50.51,Brazil,12844
Rahika,26.3803,86.0204,India,12844
Spiesen-Elversberg,49.3167,7.1331,Germany,12843
Bihariganj,25.7341,86.9884,India,12843
Tagoloan,8.08,124.4097,Philippines,12843
Aldoar,41.1695,-8.6671,Portugal,12843
Acasusso,-34.475,-58.5008,Argentina,12842
Brodslev,57.2698,9.9437,Denmark,12842
Sugauna,26.4077,86.2174,India,12842
Sidlice,54.3471,18.6171,Poland,12842
Ahlaf,33.2836,-7.09,Morocco,12841
Meric,41.1918,26.421,Turkey,12841
Dedemsvaart,52.5997,6.4583,Netherlands,12840
Cavallino,40.3102,18.2022,Italy,12839
Gharbia,35.5153,-5.9306,Morocco,12838
Vadnais Heights,45.057,-93.0748,United States,12838
Frederiksvaerk,55.9699,12.0199,Denmark,12837
Janai,22.7157,88.2426,India,12837
Meddappakkam,12.9166,80.1939,India,12837
Monbetsu-honcho,42.4801,142.0746,Japan,12836
San Pietro in Casale,44.7,11.4,Italy,12834
Terrasini Favarotta,38.15,13.0833,Italy,12833
Borodyanka,50.6474,29.9258,Ukraine,12832
Xo`jaobod,40.6667,72.5667,Uzbekistan,12831
Sedro-Woolley,48.5112,-122.2321,United States,12831
Chateaudun,48.0708,1.3378,France,12830
Kadachchinallur,11.3686,77.8033,India,12830
Quartucciu,39.2529,9.1762,Italy,12830
Mora,61.0096,14.5635,Sweden,12830
Vicente Guerrero,30.73,-115.9866,Mexico,12829
Barhauna,25.6043,85.7288,India,12827
Sattar,25.955,86.5828,India,12827
Encamp,42.5361,1.5828,Andorra,12826
Santuario,5.0747,-75.9644,Colombia,12826
Kaul,29.8461,76.6608,India,12826
Oxapampa,-10.58,-75.4,Peru,12826
